,text,tags_filter
265,getting type namespace name could found everything seems getting type namespace name could found error wpf app area code compiling fine suddenly getting error tried removing project reference using statement shutting restarting still issue idea might occurring seems like right thing reference using statement also noted intellisense namespace working seems like project reference seeing namespace one hand compile see,c#
266,get difference two list unique entry two list python temp one two three four temp one two assuming element list unique want create third list item first list second list temp three four fast way without cycle checking,python
267,check whether string null empty check whether string null empty public void dostuff string str str null str want check str empty handle empty string,java
268,error installing mysql failed build gem native extension problem trying install mysql gem rail try install running bundle install gem install mysql give following error error installing mysql error failed build gem native extension fix successfully install mysql,mysql
269,ssl certificate rejected trying access github http behind firewall stuck behind firewall use http access github repository using cygwin window tried setting remote http username github com username excelant git pushing prompt password anything entered http username password github com username excelant git cloning empty repo scratch time give error error ssl certificate problem verify cert detail error ssl routine ssl get server certificate certificate verify failed accessing http github com username excelant git info ref turning git curl verbose give connect github com port trying successfully set certificate verify location cafile none capath usr ssl cert ssl certificate problem verify cert detail error ssl routine ssl get server certificate certificate verify failed expire cleared closing connection connect github com port trying successfully set certificate verify location cafile none capath usr ssl cert ssl certificate problem verify cert detail error ssl routine ssl get server certificate certificate verify failed expire cleared closing connection error ssl certificate problem verify cert detail error ssl routine ssl get server certificate certificate verify failed accessing http github com username excelant git info ref fatal http request failed problem firewall cygwin set http proxy git config however isa server need ntlm authentication basic unless anyone know force git use ntlm scuppered,git
270,ndk resolution outcome project setting gradle model version ndk version unknown error updating android studio gradle get error ndk resolution outcome project setting gradle model version ndk version unknown changed gradle version build gradle back help,android
271,update select sql server sql server possible insert row table insert select statement insert table col col col select col col col table sql cool also possible update table select temporary table containing value would like update another table using value perhaps something like update table set col col select col col table sql cool table table,sql
272,std string formatting like sprintf format std string sprintf send file stream,c++
273,use dot access member dictionary make python dictionary member accessible via dot example instead writing mydict val would like write mydict val also would like access nested dicts way example mydict mydict val would refer mydict mydict val,python
274,app identifier available please enter different string trying add new app prepare app store submission got following error bundle provided app identifier com domainname appname available please enter different string mean trying add brand new app course exist missing remember experience problem last time create app,ios
275,javascriptserializer json serialization enum string class contains enum property upon serializing object using javascriptserializer json result contains integer value enumeration rather string name way get enum string json without create custom javascriptconverter perhaps attribute could decorate enum definition object property example enum gender male female class person int age get set gender gender get set desired json result age gender male ideally looking answer built net framework class possible alternative like json net welcome,c#
276,make imageview rounded corner android imageview rectangle default make rounded rectangle clip corner bitmap rounded rectangle imageview note onwards simply use shapeableimageview,android
277,laravel blank white screen laravel site working recently upgraded apache php getting white blank screen laravel mydomain example nothing apache error log route etc fine worked htaccess loading get insert invalid line var site laravel public htaccess htaccess cat var site laravel public htaccess ifmodule mod rewrite ifmodule mod negotiation option multiviews ifmodule rewriteengine redirect trailing slash rewriterule handle front controller rewritecond request filename rewritecond request filename rewriterule index php virtual host directive documentroot var site laravel public servername laravel mydomain example directory var site laravel public allowoverride allow option +indexes require granted directory apachectl usr local apache bin apachectl virtualhost configuration namevirtualhost default server mydomain example usr local apache conf extra httpd vhosts conf port namevhost mydomain example usr local apache conf extra httpd vhosts conf port namevhost laravel mydomain example usr local apache conf extra httpd vhosts conf serverroot usr local apache main documentroot var www main errorlog usr local apache log error log mutex rewrite map using default mutex default dir usr local apache log mechanism default pidfile usr local apache log httpd pid define dump vhosts define dump run cfg user name daemon used group name daemon used,php
278,add centered text middle horizontal rule wondering option one xhtml strict create line side text like section one next section section two thought fancy thing like div style float left width div div style float right width div next section alternatively problem alignment vertical horizontal table style width style vertical align middle text align center next section style width table also alignment problem solve mess table style border bottom solid gray width nbsp style vertical align middle text align center rowspan next section style border bottom solid gray width nbsp nbsp nbsp table addition alignment problem option feel fudgy would much obliged happened seen know elegant solution,html
279,error unable find vcvarsall bat tried install python package dulwich pip install dulwich get cryptic error message error unable find vcvarsall bat happens try installing package manually python setup install running build ext building dulwich object extension error unable find vcvarsall bat,python
280,syntaxerror use import statement outside module got apolloserver project giving trouble thought might update ran issue using latest babel index require dotenv config import startserver server startserver run get error syntaxerror use import statement outside module first tried thing convince tptb module success changed import require worked two dozen import file giving error sure root problem even sure complaining issue sort assumed babel since coming babel change presets sure found solution seem apply straight node like one module import giving uncaught syntaxerror unexpected identifier say resolved adding type module would typically html none also tried using project old presets presets stage plugins get another error error plugin preset file allowed export object function dependency started dependency babel polyfill apollo link error apollo link http apollo server babel preset,javascript
281,xcode fix nsunknownkeyexception reason class key value coding compliant key error trying link uilabel iboutlet created class application crashing following error mean fix terminating app due uncaught exception nsunknownkeyexception reason uiviewcontroller setvalue forundefinedkey class key value coding compliant key xxx,ios
282,laravel remove public url know popular question able find working solution laravel trying migrate codeigniter long time convoluted installation process keep putting want run seems awkward switching project want set document root public folder also awkward switching project tried htaccess mod rewrite method ifmodule mod rewrite rewriteengine rewriterule public ifmodule give laravel notfoundhttpexception compiled php line tried ago used method moving content public folder root structure quite different following step completely broke laravel server would return blank page decent method removing public development environment work allows switch project ease usually working one time thanks using mamp php,php
283,git push hang pushing github git push hang everytime try push github using cygwin window git function fine locally tracking branch providing status setting global user name user email allowing commits still new learning enter git push git push origin master git push origin master get nothing blank line requiring ctl get prompt back ssh keygen rsa example com asks file name hang git push heroku master hang git status return branch master nothing commit working directory clean git pull return already date git remote return heroku git heroku com myherokusite git fetch heroku git heroku com myherokusite git push origin http github com gitusername appname git fetch origin http github com gitusername appname git push correct ssh remote setting returned trying ssh updated using ssh url git github com gitusername gitrepo git also hang git remote set url origin http github com gitusername appname git correct updated see git process running window task manager hang tried using different internet connection location switching http ssh hang uninstalled git reinstalled http code google com msysgit downloads list uninstalled git installed cygwin git uninstalled git installed github window gui app able push app limited functionality force cygwin window another app force window command prompt complete functionality thought escaped using cygwin spent many many hour trying resolve worked faultlessly thanks update rebuilt entire machine win cygwin etc working fine,git
284,test method inconclusive test run error test class posted sample test test class namespace adminportal test controller test customer testclass public class businessunitcontrollertests private ibusinessunitrepository mockbusinessunitrepository private businessunitcontroller controller testinitialize public void testinitialize mockbusinessunitrepository mockrepository generatemock ibusinessunitrepository controller new businessunitcontroller mockbusinessunitrepository testcleanup public void testcleanup mockbusinessunitrepository null controller dispose controller null region index action test testmethod public void index action call getallbusinessunit mockbusinessunitrepository stub getallbusinessunit controller index mockbusinessunitrepository assertwascalled getallbusinessunit run project get following screen checked reference test project reference main project idea test running saying inconclusive edit saw post changed test setting default processor architecture still work,c#
285,create release signed apk file using gradle would like gradle build create release signed apk file using gradle sure code correct missing parameter gradle build code build gradle build gradle file android signingconfigs release storefile file release keystore storepassword keyalias keypassword gradle build finish successful build apk folder see release unsigned apk debug unaligned apk file suggestion solve,android
286,uiimageview missing image launch screen device app support later built xcode using xib launch screen launch image view contains single uilabel app version uiimageviews image present image xcassets logo splash image uilabel logo image appear correctly launch application splash image run app ipad air tested air mini running simulator ipad ipad air ipad air image appears correctly ran basic troubleshooting see could figure going able solve difference see image working one failing added asset rundown know uiimageview splash image correct place correct size tell set background color green make sure view image appear assuming view blame setting uiimageview splash image also use logo image make logo image appear correct place view also lead assume view blame uiimage using splash image view used elsewhere app appears fine view logo image also used elsewhere app appears fine assuming image valid appear view problem confirmed setting uiimages logo splash xcassets file set universal width height multiple scale factor rendered default one difference logo scale splash image also tried using uiimages value uiview work added project time ago adding another image different size format png jpg xcassets using uiimage uiimageview splash image also fails display adding another uiimageview xib file allocating uiimage already xcassets work image appears loading screen copying renaming image file used logo adding project using uiimage splash view also fails display tried cleaning project restarting development machine deleting app air reinstalling case problem last three step lead believe issue image added certain point project file lifetime updated xcode yesterday splash image originally added xcode logo image also added xcode added month looked json file logo image splash image appear format also trawled pbxproj file looking difference see wondering anyone idea launch screen might display new image adding air specifically question reading relating image appearing seem relate either launch image image xib file associated class neither seems relevant,ios
287,app installation failed due application identifier entitlement unable install watchos watchkit app due application identifier entitlement happened turning app group capability tab full error app installation failed application application identifier entitlement match installed application value must match upgrade allowed running app debug mode physical device running app work fine turned app group removed entitlement file added error,ios
288,fix npm throwing error without sudo installed node npm package nodejs org whenever try search install something npm throw following error unless sudo command feeling permission issue already admin npm err error eacces open user chietala npm cache json npm err error eacces open user chietala npm cache json npm err errno npm err code eacces npm err path user chietala npm cache json npm err npm err please try running command root administrator npm err system darwin npm err command node usr local bin npm search bower npm err cwd user chietala npm err node npm err npm npm err path user chietala npm cache json npm err code eacces npm err errno npm err stack error eacces open user chietala npm cache json npm err npm err additional logging detail found npm err user chietala npm debug log npm err code,node.js
289,android emulator issue new version emulator process terminated updating android studio canary try run emulator get killed error emulator process avd pixel api terminated working correctly previous version installing new one show error tried solution suggested almost similar case however still work deleted emulator also cleared inside directory android avd created new one updated haxm installer version tried run emulator lower apis image error,android
290,android studio see device avd manager android studio show device adb device show missing something obvious,android
291,android studio add jar library trying use new android studio seem get working correctly using gson library serialize deserialize json object library somehow included build created new project mainactivity copied gson jar libs folder added library dependancy right click add library includes jar android studio referenced source file try run project compile added compile file libs gson jar dependency gradle file compiles correctly running application get classdefnotfoundexception anyone know wrong,android
292,hide scroll bar still able scroll want able scroll whole page without scrollbar shown google chrome webkit scrollbar display none mozilla firefox internet explorer seem work like also tried overflow hidden hide scrollbar scroll way remove scrollbar still able scroll whole page html please,html
293,remedy breakpoint currently hit symbol loaded document warning desktop application visual studio express edition worked work second later tried following ensure debug configuration debug flag full debug information set assembly delete bin obj folder dll file related project entire machine recreate project causing problem scratch reboot two window form project solution one load debug information one refer assembly trying get debug information exactly way project file idea want add mostly come back review question symbol loaded assembly loaded assembly loaded needed breakpoint library used one function main assembly symbol loaded show breakpoint hit function called,c#
294,flatten irregular arbitrarily nested list list yes know subject covered python idiom chain flatten infinite iterable finite iterables flattening shallow list python comprehension flattening sequence sequence make flat list list list far know solution except one fail list like desired output perhaps even better iterator solution saw work arbitrary nesting found question def flatten result hasattr iter isinstance basestring result extend flatten else result append return result best approach overlook something problem,python
295,visual studio web publish copy file web application project use web publishing tool build successfully copy file publish target file system case look build output see everything get copied obj release package packagetmp correctly see build output done building project project csproj deleting existing file publishing folder build succeeded failed date skipped publish succeeded failed skipped even though say publish succeeded file target directory publish seen multiple project sometimes seems like solution platform configuration problem able pinpoint exact anyone else seen happening idea get working correctly update may found workaround happen messing around publish setting changed selected configuration setting tab away another configuration back one wanted use file started publishing hopefully work project future update posted bug microsoft connect heard back developer web developer team said fixed issue internal build releasing update publish tool soon fix problem update recently fixed visual studio update,asp.net
296,flutter android license status unknown android toolchain develop android device android sdk android sdk android sdk android ndk location configured optional useful native profiling support platform android build tool java binary program file android android studio jre bin java java version openjdk runtime environment build release android license status unknown getting error android sdk run flutter doctor although still build run device curious fix issue believe updated version android sdk downloaded sure happened issue last week new issue following several possible fix comment led new problem installed newer version android sdk along new jdk still updated enough apparently flutter flutter flutter doctor android license newer version android sdk required update run user tdmil appdata local android sdk tool bin sdkmanager update flutter flutter user username appdata local android sdk tool bin sdkmanager bat update exception thread main java lang noclassdeffounderror javax xml bind annotation xmlschema com android repository api schemamodule schemamoduleversion init schemamodule java com android repository api schemamodule init schemamodule java com android sdklib repository androidsdkhandler clinit androidsdkhandler java com android sdklib tool sdkmanager sdkmanagercli main sdkmanagercli java com android sdklib tool sdkmanager sdkmanagercli main sdkmanagercli java caused java lang classnotfoundexception javax xml bind annotation xmlschema java base jdk internal loader builtinclassloader loadclass builtinclassloader java java base jdk internal loader classloaders appclassloader loadclass classloaders java java base java lang classloader loadclass classloader java,java
297,make git use editor choice editing commit message globally configure git use particular editor vim commit message,git
298,connect android adb tcp attempting debug application motorola droid difficulty connecting device via usb development server window bit running hyper connect directly via usb guest host installed couple different usb tcp solution connection appears issue since adb monitor report devicemonitor failed start monitoring repeatedly way connect directly client development machine daemon device using network instead usb connection possibly another viable option,android
299,quickly sum number file file contains several thousand number line looking write script print sum number file got solution efficient take several minute run looking efficient solution suggestion,linux
300,connection could made target machine actively refused sometimes get following error httpwebrequest webservice copied code system net webexception unable connect remote server system net socket socketexception connection could made target machine actively refused system net socket socket doconnect endpoint endpointsnapshot socketaddress socketaddress system net socket socket internalconnect endpoint remoteep system net servicepoint connectsocketinternal boolean connectfailure socket socket socket socket ipaddress address connectsocketstate state iasyncresult asyncresult int timeout exception exception end inner exception stack trace system net httpwebrequest getrequeststream servicepointmanager certificatepolicy new trustallcertificatepolicy httpwebrequest request httpwebrequest webrequest create url request preauthenticate true request credential networkcredential sla request method webrequestmethods http post request contenttype application www form urlencoded request timeout timeout url indexof asmx parstartindex apphelper logger append sla servicename using streamwriter reqwriter new streamwriter request getrequeststream true int index parlist length int index parlist indexof parlist indexof index parlist indexof string parname parlist substring index string parvalue parlist substring index index index reqwriter write httputility urlencode parname httputility urlencode parvalue index parlist length break reqwriter write parlist parlist substring index else request contentlength response httpwebresponse request getresponse,c#
301,configure port spring boot application configure tcp port listened spring boot application use default port,java
302,possible duplicate use instead loop programming year work year degree year pre college never used loop short forced introduction programming course growing feeling programming wrong never run something fundamental could run correct circumstance example would necessary use instead schooling almost c++ work another language absolutely make sense while work differently question really apply clarify know difference check exit condition performs task performs task check exit condition,c#
303,error creating bean name entitymanagerfactory defined class path resource invocation init method failed compile spring project got following error error creating bean name entitymanagerfactory defined class path resource org springframework boot autoconfigure orm jpa hibernatejpaautoconfiguration class invocation init method failed using sts eclipse mysql database connection string application property spring datasource url jdbc mysql localhost stgdb spring datasource username root spring datasource password root spring datasource driver class name com mysql jdbc driver spring jpa hibernate ddl auto update detailed error given merror main boot springapplication application startup failed org springframework bean factory beancreationexception error creating bean name entitymanagerfactory defined class path resource org springframework boot autoconfigure orm jpa hibernatejpaautoconfiguration class invocation init method failed nested exception javax persistence persistenceexception persistenceunit default unable build hibernate sessionfactory org springframework bean factory support abstractautowirecapablebeanfactory initializebean abstractautowirecapablebeanfactory java spring bean release jar release org springframework bean factory support abstractautowirecapablebeanfactory docreatebean abstractautowirecapablebeanfactory java spring bean release jar release org springframework bean factory support abstractautowirecapablebeanfactory createbean abstractautowirecapablebeanfactory java spring bean release jar release org springframework bean factory support abstractbeanfactory getobject abstractbeanfactory java spring bean release jar release org springframework bean factory support defaultsingletonbeanregistry getsingleton defaultsingletonbeanregistry java spring bean release jar release org springframework bean factory support abstractbeanfactory dogetbean abstractbeanfactory java spring bean release jar release org springframework bean factory support abstractbeanfactory getbean abstractbeanfactory java spring bean release jar release org springframework context support abstractapplicationcontext getbean abstractapplicationcontext java spring context release jar release org springframework context support abstractapplicationcontext finishbeanfactoryinitialization abstractapplicationcontext java spring context release jar release org springframework context support abstractapplicationcontext refresh abstractapplicationcontext java spring context release jar release org springframework boot context embedded embeddedwebapplicationcontext refresh embeddedwebapplicationcontext java spring boot release jar release org springframework boot springapplication refresh springapplication java spring boot release jar release org springframework boot springapplication refreshcontext springapplication java spring boot release jar release org springframework boot springapplication run springapplication java spring boot release jar release org springframework boot springapplication run springapplication java spring boot release jar release org springframework boot springapplication run springapplication java spring boot release jar release com testrestapplication testrestapplication main testrestapplication java class caused javax persistence persistenceexception persistenceunit default unable build hibernate sessionfactory org hibernate jpa boot internal entitymanagerfactorybuilderimpl persistenceexception entitymanagerfactorybuilderimpl java hibernate entitymanager final jar final org hibernate jpa boot internal entitymanagerfactorybuilderimpl build entitymanagerfactorybuilderimpl java hibernate entitymanager final jar final org springframework orm jpa vendor springhibernatejpapersistenceprovider createcontainerentitymanagerfactory springhibernatejpapersistenceprovider java spring orm release jar release org springframework orm jpa localcontainerentitymanagerfactorybean createnativeentitymanagerfactory localcontainerentitymanagerfactorybean java spring orm release jar release org springframework orm jpa abstractentitymanagerfactorybean buildnativeentitymanagerfactory abstractentitymanagerfactorybean java spring orm release jar release org springframework orm jpa abstractentitymanagerfactorybean afterpropertiesset abstractentitymanagerfactorybean java spring orm release jar release org springframework bean factory support abstractautowirecapablebeanfactory invokeinitmethods abstractautowirecapablebeanfactory java spring bean release jar release org springframework bean factory support abstractautowirecapablebeanfactory initializebean abstractautowirecapablebeanfactory java spring bean release jar release common frame omitted caused org hibernate exception genericjdbcexception unable obtain jdbc connection org hibernate exception internal standardsqlexceptionconverter convert standardsqlexceptionconverter java hibernate core final jar final org hibernate engine jdbc spi sqlexceptionhelper convert sqlexceptionhelper java hibernate core final jar final org hibernate engine jdbc spi sqlexceptionhelper convert sqlexceptionhelper java hibernate core final jar final org hibernate tool schema extract internal extractioncontextimpl getjdbcconnection extractioncontextimpl java hibernate core final jar final org hibernate tool schema extract internal extractioncontextimpl getjdbcdatabasemetadata extractioncontextimpl java hibernate core final jar final org hibernate tool schema extract internal informationextractorjdbcdatabasemetadataimpl locatetableinnamespace informationextractorjdbcdatabasemetadataimpl java hibernate core final jar final org hibernate tool schema extract internal informationextractorjdbcdatabasemetadataimpl gettable informationextractorjdbcdatabasemetadataimpl java hibernate core final jar final org hibernate tool schema extract internal databaseinformationimpl gettableinformation databaseinformationimpl java hibernate core final jar final org hibernate tool schema internal schemamigratorimpl domigrationtotargets schemamigratorimpl java hibernate core final jar final org hibernate tool schema internal schemamigratorimpl domigration schemamigratorimpl java hibernate core final jar final org hibernate tool hbm ddl schemaupdate execute schemaupdate java hibernate core final jar final org hibernate tool hbm ddl schemaupdate execute schemaupdate java hibernate core final jar final org hibernate internal sessionfactoryimpl init sessionfactoryimpl java hibernate core final jar final org hibernate boot internal sessionfactorybuilderimpl build sessionfactorybuilderimpl java hibernate core final jar final org hibernate jpa boot internal entitymanagerfactorybuilderimpl build entitymanagerfactorybuilderimpl java hibernate entitymanager final jar final common frame omitted caused com atomikos jdbc atomikossqlexception connection pool exhausted try increasing maxpoolsize borrowconnectiontimeout datasourcebean com atomikos jdbc atomikossqlexception throwatomikossqlexception atomikossqlexception java transaction jdbc jar com atomikos jdbc abstractdatasourcebean throwatomikossqlexception abstractdatasourcebean java transaction jdbc jar com atomikos jdbc abstractdatasourcebean throwatomikossqlexception abstractdatasourcebean java transaction jdbc jar com atomikos jdbc abstractdatasourcebean getconnection abstractdatasourcebean java transaction jdbc jar com atomikos jdbc abstractdatasourcebean getconnection abstractdatasourcebean java transaction jdbc jar org hibernate engine jdbc connection internal datasourceconnectionproviderimpl getconnection datasourceconnectionproviderimpl java hibernate core final jar final org hibernate engine jdbc env internal jdbcenvironmentinitiator connectionproviderjdbcconnectionaccess obtainconnection jdbcenvironmentinitiator java hibernate core final jar final org hibernate tool schema extract internal extractioncontextimpl getjdbcconnection extractioncontextimpl java hibernate core final jar final common frame omitted pom xml file project xmlns http maven apache org pom xmlns xsi http www org xmlschema instance xsi schemalocation http maven apache org pom http maven apache org xsd maven xsd modelversion modelversion groupid com testrestapplication groupid artifactid testrestapplication artifactid version snapshot version packaging jar packaging name testrestapplication name description demo project spring boot description parent groupid org springframework boot groupid artifactid spring boot starter parent artifactid version release version relativepath lookup parent repository parent property project build sourceencoding utf project build sourceencoding project reporting outputencoding utf project reporting outputencoding java version java version property dependency dependency groupid springfox groupid artifactid springfox swagger artifactid version version dependency dependency groupid springfox groupid artifactid springfox swagger artifactid version version dependency dependency groupid org springframework boot groupid artifactid spring boot starter security artifactid dependency dependency groupid org springframework boot groupid artifactid spring boot starter web artifactid dependency dependency groupid mysql groupid artifactid mysql connector java artifactid scope runtime scope dependency dependency groupid org springframework boot groupid artifactid spring boot starter test artifactid scope test scope dependency dependency groupid org springframework boot groupid artifactid spring boot starter data jpa artifactid dependency dependency groupid org opensaml groupid artifactid opensaml saml api artifactid version version dependency dependency groupid org apache common groupid artifactid common lang artifactid version version dependency dependency groupid org springframework boot groupid artifactid spring boot starter jersey artifactid dependency dependency groupid org springframework boot groupid artifactid spring boot starter jta atomikos artifactid dependency dependency build plugins plugin groupid org springframework boot groupid artifactid spring boot maven plugin artifactid plugin plugins build project,java
304,selenium using python geckodriver executable need path going sweigart automate boring stuff python text using idle already installed selenium module firefox browser whenever tried run webdriver function get selenium import webdriver browser webdriver firefox exception exception ignored bound method service del selenium webdriver firefox service service object traceback recent call last file python python lib site package selenium webdriver common service line del self stop file python python lib site package selenium webdriver common service line stop self process none attributeerror service object attribute process exception ignored bound method service del selenium webdriver firefox service service object traceback recent call last file python python lib site package selenium webdriver common service line del self stop file python python lib site package selenium webdriver common service line stop self process none attributeerror service object attribute process traceback recent call last file python python lib site package selenium webdriver common service line start stdout self log file stderr self log file file python python lib subprocess line init restore signal start new session file python python lib subprocess line execute child startupinfo filenotfounderror winerror system find file specified handling exception another exception occurred traceback recent call last file pyshell line module browser webdriver firefox file python python lib site package selenium webdriver firefox webdriver line init self service start file python python lib site package selenium webdriver common service line start path basename self path self start error message selenium common exception webdriverexception message geckodriver executable need path think need set path geckodriver sure would,python
305,android sdk installation find jdk trying install android sdk window system jdk window exe installed android sdk setup refuse proceed find jdk installation known issue solution,java
306,private property javascript class possible create private property class example prevent access instance property class something constructor property test var instance new something console log instance property test,javascript
307,javascript get array date date var range getdates new date new date adddays would like range array date object one day two date trick handle month year boundary well,javascript
308,message src refspec master match pushing commits git clone repository git clone ssh xxxxx git change file add commit want push server git add xxx php git commit test git push origin master error get back error src refspec master match error failed push ref ssh xxxxx com project git,git
309,label image uibutton trying create button text beneath icon sorta like app button however seems quite difficult achieve idea get text display image uibutton,ios
310,ssl connect returned errno state sslv read server certificate certificate verify failed using authlogic connect third party logins running appropriate migration twitter google yahoo logins seem work fine facebook login throw exception ssl connect returned errno state sslv read server certificate certificate verify failed dev log show openssl ssl sslerror ssl connect returned errno state sslv read server certificate certificate verify failed app controller user controller update please suggest,ruby-on-rails
311,uiview rounded corner drop shadow working application couple year received simple design request round corner uiview add drop shadow given want custom uiview wanted blank white view rounded corner light drop shadow lighting effect one one usual cliptobounds masktobounds conflict occur,ios
312,show soft keyboard edittext focused want automatically show soft keyboard edittext focused device physical keyboard two problem activity displayed edittext focused keyboard displayed need click show keyboard displayed activity displayed click done keyboard keyboard dissmissed edittext stay focused want edit done resume problem something like iphone keep keyboard sync edittext state focused focused course present soft keyboard physical one,android
313,validating ipv address regexp trying get efficient regex ipv validation without much luck seemed one point produce strange result grep version grep gnu grep grep grep grep grep search see already asked answered answer appear simply show determine group number work,regex
314,vagrant ssh authentication failure problem ssh authentication default clearing previously set forwarded port default clearing previously set network interface default preparing network interface based configuration default adapter nat default adapter bridged default forwarding port default adapter default booting default waiting machine boot may take minute default ssh address default ssh username vagrant default ssh auth method private key default error connection timeout retrying default error connection timeout retrying default error connection timeout retrying default error connection timeout retrying default error authentication failure retrying default error authentication failure retrying default error authentication failure retrying default error authentication failure retrying default error authentication failure retrying ctrl+c authentication loop successfully ssh manually performed following step guest box enabled remote login user created ssh directory permission created ssh authorized key file permission pasted public key ssh authorized key also tried using private hostonly network instead public bridged network using line vagrantfile config network private network get output except adapter hostonly ssh manually also tried config network private network also tried setting config ssh password vagrantfile output ssh auth method password still authenticate also tried rebuilding box rechecking look like others success configuration must something wrong found thread enabled gui help,ssh
315,could load nib bundle trying integrate janrain engage custom module appcelerator titanium created sample module dragged jrengage folder sample module xcodeproj indicated jainrain documentation give build command project execute build finally execute titanium run command launch application simulator blank screen immediately crash throwing following error terminating app due uncaught exception nsinternalinconsistencyexception reason could load nib bundle nsbundle user abhilash library application support iphone simulator application test app loaded name jrproviderscontroller could error occurring,ios
316,disable auto zoom input text tag safari iphone made html page input tag type text click using safari iphone page becomes larger auto zoom anybody know disable,html
317,check internet connection swift try check internet connection iphone get bunch error anyone help fix code import foundation import systemconfiguration public class reachability class func isconnectedtonetwork bool var zeroaddress sockaddr zeroaddress sin len uint sizeofvalue zeroaddress zeroaddress sin family family inet let defaultroutereachability withunsafepointer zeroaddress scnetworkreachabilitycreatewithaddress nil unsafepointer var flag scnetworkreachabilityflags scnetworkreachabilitygetflags defaultroutereachability flag return false let isreachable flag uint kscnetworkflagsreachable let needsconnection flag uint kscnetworkflagsconnectionrequired return isreachable needsconnection true false error code unreadable error say int convertible scnetworkreachabilityflags error could find overload init accepts supplied argument,ios
318,connection successfully established server error occurred pre login handshake getting following error trying connect production local environment able connect production suddenly getting following error idea connection successfully established server error occurred pre login handshake provider tcp provider error handle invalid trying run asp net website local connection string production following stack trace error getting local environment mywebsitedal clsforumquestion selectall int currentpageindex int pagesize edrive website mywebsite mywebsite mywebsitedal clsforumquestion line codeconnect default page load object sender eventargs edrive website mywebsite mywebsite mywebsite default aspx line system web util callihelper eventargfunctioncaller intptr object object eventargs system web util callieventhandlerdelegateproxy callback object sender eventargs system web control onload eventargs system web control loadrecursive system web page processrequestmain boolean includestagesbeforeasyncpoint boolean includestagesafterasyncpoint idea might gone wrong,.net
319,get filename path uri mediastore onactivityresult returning mediastore image selection get uri image using following uri selectedimage data getdata converting string give content medium external image medium path give external image medium however seem find way convert absolute path want load image bitmap without copy somewhere know done using uri content resolver seems break rebooting phone guess mediastore keep numbering reboots,android
320,uncaught error invariant violation element type invalid expected string built component class function got object getting error uncaught error invariant violation element type invalid expected string built component class function composite component got object code var react require react var reactdom require react dom var router require react router var route router route var link router link var app react createclass render return div app link link div var require component home reactdom render router route path component app route path component route router document body home jsx file var react require react var raisedbutton require material lib raised button var home react createclass render function return raisedbutton label default module export home,javascript
321,take screenshot selenium webdriver possible take screenshot using selenium webdriver note selenium remote control,selenium
322,handling click event drawable within edittext added image right text edittext widget using following xml edittext android +id txtsearch android layout gravity center vertical android background layout shape android hint enter place city state android drawableright drawable cross want clear edittext embedded image clicked,android
323,parse process html xml php one parse html xml extract information,php
324,failed load c++ bson extension total node noob trying set sample node app following error keep popping every time try run node app failed load c++ bson extension using pure version event throw unhandled error event error failed connect null anonymous home thejazeto code nodejs authen node module mongoose node module mongodb lib mongodb connection server eventemitter emit event null anonymous home thejazeto code nodejs authen node module mongoose node module mongodb lib mongodb connection connection pool eventemitter emit event socket anonymous home thejazeto code nodejs authen node module mongoose node module mongodb lib mongodb connection connection socket eventemitter emit event net process tickcallback node,javascript
325,message support password authentication removed please use personal access token instead got error console tried use git pull remote support password authentication removed august please use personal access token instead remote please see http github blog token authentication requirement git operation information fatal unable access requested url returned error weird followed documentation created token two week ago github token expires tue oct removed today,git
